Source,picture,Catalog#,Lizard_ID,Species,Sex,Status,Collection_Date,collector,Locality,Collection_Notes,Dissection_Notes,Country,Latitude,Longitude,State,elevation,County,spatial_accuracy,Study,georef_verif,SVL,insert_elbow,Tail,elbow_wrist,Tail Diam,wrist_3rd,HL,trunk,HW,Tail Circum,HL_ear_rostral,Mass_grams
CMG,,962,CMG962,suspectum,,,8/11/2007,,North of Ejido El Veranitos. 5.1 road miles south of SON 162 (Navojoa to Alamos rd.) on road to El Veranitos.  In arroyo ~300m east of road.,skinny lizard.,looks female. sex unknown.,Mexico,27.01654,-109.242,Sonora,205,,,,,299,19.6,129,21.4,19.8,30.2,43.4,180,42.3,,46.9,265
CMG,,963,CMG963,suspectum,Male,,8/15/2007,,2.0 km west of Presa Veranitos (straight line distance).,Large male; turgid belly.  Looks very healthy.,popped out hemi-penes,Mexico,27.00657,-109.19622,Sonora,182,,,,,330,21.4,160,26.3,28.2,34.6,57,210,51.4,,62.3,620
CMG,,964,CMG964,horridum,,,8/17/2007,,~1km before Palo Enherto (Ranch of Stephanie Meyer); AOR,Good blood sample.,sex unk. looks female.,Mexico,27.03664,-108.73063,Sonora,454,,,,,330,23.8,224,30.2,24.7,35.6,50.8,192,45,,56.9,450
CMG,,965,CMG965,horridum,Male,,8/20/2007,,Crossing road at San Pedro (near El Cajon); directly on Rio Cuchujaqui,Good blood sample. No veg. data taken.,popped both hemi-penes,Mexico,27.05377,-108.70422,Sonora,490,,,,,365,22.8,275,32.2,31.9,45.5,58.8,190,56.4,,66.4,770
CMG,,967,CMG967,horridum,Male,,8/23/2007,,Across from the house in Alamos; found by Gabby’s father.,Across from the rental house in Alamos; found by Gabby’s father; no veg. data taken.,popped hemi-penes.,Mexico,27.0224386,-108.9217073,Sonora,361,,,,,440,32.4,310,38.7,37.8,47.1,70.8,220,67.1,,76,1325
CMG,,970,CMG970,suspectum,Female,,8/28/2007,,"2.6 km (SLD) E-NE of Teachive, Sonora.",Held by Teachive assistants for us since previous night.,"looks female, but unk.  No hemipenes, small head.",Mexico,26.79245,-109.20439,Sonora,91,,,,,345,22.6,160,24.5,27.4,31.6,53.8,210,49,,59.4,615
CMG,,972,CMG972,suspectum,Male,,9/2/2007,,2.31km S-SW (SLD) of Santa Monica (California).  Ejido San Antonio. (San Antonio de los Ibarra),"Found by one of the Teachive guys. Calipers acting wonky, no head measurements.",popped hemipenes.,Mexico,26.8552,-109.10312,Sonora,174,,,,,317,18.9,148,27.6,27,27.9,,175,,,,565
KU,,773,KU773,suspectum,,,unknown,,Baboquivari Mts,,"Roadkill, liquified guts. Could not confidently sex.",United States,31.89946438,-111.5657339,Arizona,,Pima,20,,Yes,298,18.05,159,26.32,31.57,32.07,50.51,179,53.07,,58.94,
KU,,774,KU774,suspectum,Male,,unknown,,Baboquivari Mts,,RT: 7.14/ LT:9.00,United States,31.7868512,-111.5430972,Arizona,,Pima,20,,Yes,252,11.08,119,22.06,23.2,29.86,45.99,130,43.16,,53.83,
KU,,786,KU786,suspectum,Female,,5/10/1928,,Phoenix,,R Oviduct (5 eggs): 5 bb sized / L Oviduct (4 eggs): 4 bb sized,United States,33.4479145,-112.0744514,Arizona,,Maricopa,,,Yes,192,9.25,105,14.11,16.34,21.51,36.85,111,34.01,,41.99,
